sensor_id,zone_id,timestamp,displacement_mm_day,vibration,pore_pressure,strain,rainfall_mm,risk_level
SNS-zone_04-01,zone_04,2025-08-24T00:00:00Z,52.57,0.081,44.59,245.96,28.6,warning
SNS-zone_05-01,zone_05,2025-08-24T00:00:00Z,18.98,0.034,40.82,147.04,28.6,safe
SNS-zone_06-01,zone_06,2025-08-24T00:00:00Z,85.91,0.241,89.14,555.35,28.6,warning
SNS-zone_07-01,zone_07,2025-08-24T00:00:00Z,83.91,0.238,84.81,578.69,28.6,warning
SNS-zone_08-01,zone_08,2025-08-24T00:00:00Z,139.01,0.319,91.17,780.0,28.6,evacuation
SNS-zone_09-01,zone_09,2025-08-24T00:00:00Z,18.15,0.033,39.83,142.24,28.6,safe
SNS-zone_10-01,zone_10,2025-08-24T00:00:00Z,136.29,0.325,93.43,780.0,28.6,evacuation
SNS-zone_11-01,zone_11,2025-08-24T00:00:00Z,120.5,0.438,156.48,1136.42,28.6,evacuation
SNS-zone_12-01,zone_12,2025-08-24T00:00:00Z,120.5,0.445,151.15,1118.81,28.6,evacuation
SNS-zone_13-01,zone_13,2025-08-24T00:00:00Z,19.16,0.038,37.78,144.36,28.6,safe
SNS-zone_14-01,zone_14,2025-08-24T00:00:00Z,17.48,0.043,42.5,144.82,28.6,safe
SNS-zone_15-01,zone_15,2025-08-24T00:00:00Z,18.4,0.034,47.14,155.36,28.6,safe
SNS-zone_16-01,zone_16,2025-08-24T00:00:00Z,18.79,0.027,47.89,144.7,28.6,safe
SNS-zone_01-01,zone_01,2025-08-25T00:00:00Z,17.48,0.035,41.95,139.04,7.8,safe
SNS-zone_02-01,zone_02,2025-08-25T00:00:00Z,18.87,0.031,44.29,149.72,7.8,safe
SNS-zone_03-01,zone_03,2025-08-25T00:00:00Z,51.85,0.074,54.72,246.92,7.8,warning
SNS-zone_04-01,zone_04,2025-08-25T00:00:00Z,51.75,0.076,45.19,232.66,7.8,warning
SNS-zone_05-01,zone_05,2025-08-25T00:00:00Z,17.72,0.027,39.86,143.6,7.8,safe
SNS-zone_06-01,zone_06,2025-08-25T00:00:00Z,80.08,0.231,89.03,565.37,7.8,warning
SNS-zone_07-01,zone_07,2025-08-25T00:00:00Z,80.02,0.23,88.63,556.37,7.8,warning
SNS-zone_08-01,zone_08,2025-08-25T00:00:00Z,140.19,0.327,89.5,777.92,7.8,evacuation
SNS-zone_09-01,zone_09,2025-08-25T00:00:00Z,18.6,0.038,39.04,143.33,7.8,safe
SNS-zone_10-01,zone_10,2025-08-25T00:00:00Z,137.66,0.319,97.35,780.0,7.8,evacuation
SNS-zone_11-01,zone_11,2025-08-25T00:00:00Z,120.5,0.423,151.49,1106.28,7.8,evacuation
SNS-zone_12-01,zone_12,2025-08-25T00:00:00Z,120.5,0.436,148.36,1131.33,7.8,evacuation
SNS-zone_13-01,zone_13,2025-08-25T00:00:00Z,17.47,0.036,38.04,138.3,7.8,safe
SNS-zone_14-01,zone_14,2025-08-25T00:00:00Z,19.18,0.037,42.25,144.51,7.8,safe
SNS-zone_15-01,zone_15,2025-08-25T00:00:00Z,17.12,0.036,44.02,140.26,7.8,safe
SNS-zone_16-01,zone_16,2025-08-25T00:00:00Z,18.42,0.037,51.23,156.05,7.8,safe
SNS-zone_01-01,zone_01,2025-08-26T00:00:00Z,14.71,0.03,41.39,141.68,1.7,safe
SNS-zone_02-01,zone_02,2025-08-26T00:00:00Z,15.32,0.034,42.61,136.51,1.7,safe
SNS-zone_03-01,zone_03,2025-08-26T00:00:00Z,52.16,0.079,52.92,246.36,1.7,warning
SNS-zone_04-01,zone_04,2025-08-26T00:00:00Z,49.96,0.075,44.42,228.98,1.7,safe
SNS-zone_05-01,zone_05,2025-08-26T00:00:00Z,17.21,0.032,37.47,134.46,1.7,safe
SNS-zone_06-01,zone_06,2025-08-26T00:00:00Z,74.93,0.211,86.85,554.8,1.7,warning
SNS-zone_07-01,zone_07,2025-08-26T00:00:00Z,80.73,0.231,85.12,558.27,1.7,warning
SNS-zone_08-01,zone_08,2025-08-26T00:00:00Z,135.93,0.323,84.73,768.18,1.7,evacuation
SNS-zone_09-01,zone_09,2025-08-26T00:00:00Z,15.56,0.031,38.04,129.58,1.7,safe
SNS-zone_10-01,zone_10,2025-08-26T00:00:00Z,132.4,0.334,86.43,774.21,1.7,evacuation
SNS-zone_11-01,zone_11,2025-08-26T00:00:00Z,120.5,0.435,146.76,1121.65,1.7,evacuation
SNS-zone_12-01,zone_12,2025-08-26T00:00:00Z,120.5,0.449,140.84,1092.32,1.7,evacuation
SNS-zone_13-01,zone_13,2025-08-26T00:00:00Z,16.15,0.033,34.44,132.89,1.7,safe
SNS-zone_14-01,zone_14,2025-08-26T00:00:00Z,15.83,0.035,42.25,138.27,1.7,safe
SNS-zone_15-01,zone_15,2025-08-26T00:00:00Z,15.01,0.033,42.77,140.92,1.7,safe
SNS-zone_16-01,zone_16,2025-08-26T00:00:00Z,16.63,0.034,47.41,144.54,1.7,safe
SNS-zone_01-01,zone_01,2025-08-27T00:00:00Z,12.86,0.03,41.2,129.0,1.2,safe
SNS-zone_02-01,zone_02,2025-08-27T00:00:00Z,14.02,0.037,42.41,136.52,1.2,safe
SNS-zone_03-01,zone_03,2025-08-27T00:00:00Z,17.41,0.032,48.07,156.07,1.2,safe
SNS-zone_04-01,zone_04,2025-08-27T00:00:00Z,17.24,0.03,40.39,144.87,1.2,safe
SNS-zone_05-01,zone_05,2025-08-27T00:00:00Z,13.03,0.028,36.28,117.34,1.2,safe
SNS-zone_06-01,zone_06,2025-08-27T00:00:00Z,76.69,0.226,84.24,538.66,1.2,warning
SNS-zone_07-01,zone_07,2025-08-27T00:00:00Z,74.1,0.219,81.39,515.6,1.2,warning
SNS-zone_08-01,zone_08,2025-08-27T00:00:00Z,72.35,0.209,79.68,572.65,1.2,warning
SNS-zone_09-01,zone_09,2025-08-27T00:00:00Z,13.53,0.032,33.38,123.86,1.2,safe
SNS-zone_10-01,zone_10,2025-08-27T00:00:00Z,71.49,0.199,84.17,557.26,1.2,warning
SNS-zone_11-01,zone_11,2025-08-27T00:00:00Z,120.5,0.465,136.97,1077.74,1.2,evacuation
SNS-zone_12-01,zone_12,2025-08-27T00:00:00Z,120.5,0.44,130.16,1070.82,1.2,evacuation
SNS-zone_13-01,zone_13,2025-08-27T00:00:00Z,11.95,0.035,35.82,121.31,1.2,safe
SNS-zone_14-01,zone_14,2025-08-27T00:00:00Z,14.24,0.03,42.36,133.71,1.2,safe
SNS-zone_15-01,zone_15,2025-08-27T00:00:00Z,14.41,0.031,43.57,134.5,1.2,safe
SNS-zone_16-01,zone_16,2025-08-27T00:00:00Z,13.16,0.028,46.28,142.6,1.2,safe
SNS-zone_01-01,zone_01,2025-08-28T00:00:00Z,13.69,0.029,39.29,128.69,4.9,safe
SNS-zone_02-01,zone_02,2025-08-28T00:00:00Z,15.47,0.025,40.82,139.3,4.9,safe
SNS-zone_03-01,zone_03,2025-08-28T00:00:00Z,16.62,0.034,48.88,156.38,4.9,safe
SNS-zone_04-01,zone_04,2025-08-28T00:00:00Z,17.72,0.03,39.94,141.99,4.9,safe
SNS-zone_05-01,zone_05,2025-08-28T00:00:00Z,13.35,0.03,36.6,126.72,4.9,safe
SNS-zone_06-01,zone_06,2025-08-28T00:00:00Z,71.36,0.205,81.39,534.49,4.9,warning
SNS-zone_07-01,zone_07,2025-08-28T00:00:00Z,73.54,0.22,80.68,517.95,4.9,warning
SNS-zone_08-01,zone_08,2025-08-28T00:00:00Z,69.97,0.218,81.54,551.29,4.9,warning
SNS-zone_09-01,zone_09,2025-08-28T00:00:00Z,13.67,0.03,36.73,119.5,4.9,safe
SNS-zone_10-01,zone_10,2025-08-28T00:00:00Z,71.48,0.203,85.65,568.73,4.9,warning
SNS-zone_11-01,zone_11,2025-08-28T00:00:00Z,120.5,0.424,132.94,1084.96,4.9,evacuation
SNS-zone_12-01,zone_12,2025-08-28T00:00:00Z,120.5,0.454,126.87,1097.66,4.9,evacuation
SNS-zone_13-01,zone_13,2025-08-28T00:00:00Z,13.15,0.031,35.67,125.86,4.9,safe
SNS-zone_14-01,zone_14,2025-08-28T00:00:00Z,13.5,0.025,42.72,132.01,4.9,safe
SNS-zone_15-01,zone_15,2025-08-28T00:00:00Z,12.66,0.026,42.16,127.34,4.9,safe
SNS-zone_16-01,zone_16,2025-08-28T00:00:00Z,13.49,0.026,46.83,145.41,4.9,safe
SNS-zone_01-01,zone_01,2025-08-29T00:00:00Z,14.82,0.027,39.91,134.41,6.7,safe
SNS-zone_02-01,zone_02,2025-08-29T00:00:00Z,13.64,0.033,41.4,138.44,6.7,safe
SNS-zone_03-01,zone_03,2025-08-29T00:00:00Z,15.39,0.035,47.27,147.77,6.7,safe
SNS-zone_04-01,zone_04,2025-08-29T00:00:00Z,17.67,0.034,40.31,146.76,6.7,safe
SNS-zone_05-01,zone_05,2025-08-29T00:00:00Z,13.18,0.028,37.63,125.73,6.7,safe
SNS-zone_06-01,zone_06,2025-08-29T00:00:00Z,73.75,0.215,80.46,533.46,6.7,warning
SNS-zone_07-01,zone_07,2025-08-29T00:00:00Z,75.19,0.201,79.79,549.72,6.7,warning
SNS-zone_08-01,zone_08,2025-08-29T00:00:00Z,72.32,0.212,81.31,554.74,6.7,warning
SNS-zone_09-01,zone_09,2025-08-29T00:00:00Z,12.37,0.034,35.01,122.45,6.7,safe
SNS-zone_10-01,zone_10,2025-08-29T00:00:00Z,70.29,0.2,87.2,571.28,6.7,warning
SNS-zone_11-01,zone_11,2025-08-29T00:00:00Z,120.5,0.463,133.78,1088.68,6.7,evacuation
SNS-zone_12-01,zone_12,2025-08-29T00:00:00Z,120.5,0.438,130.04,1095.17,6.7,evacuation
SNS-zone_13-01,zone_13,2025-08-29T00:00:00Z,13.15,0.036,36.41,128.32,6.7,safe
SNS-zone_14-01,zone_14,2025-08-29T00:00:00Z,13.63,0.028,37.46,131.53,6.7,safe
SNS-zone_15-01,zone_15,2025-08-29T00:00:00Z,13.01,0.027,44.41,140.0,6.7,safe
SNS-zone_16-01,zone_16,2025-08-29T00:00:00Z,12.61,0.035,44.27,134.5,6.7,safe
SNS-zone_01-01,zone_01,2025-08-30T00:00:00Z,13.05,0.022,42.13,133.48,9.7,safe
SNS-zone_02-01,zone_02,2025-08-30T00:00:00Z,13.04,0.026,40.77,130.32,9.7,safe
SNS-zone_03-01,zone_03,2025-08-30T00:00:00Z,17.5,0.042,47.29,153.4,9.7,safe
SNS-zone_04-01,zone_04,2025-08-30T00:00:00Z,16.5,0.036,41.64,148.21,9.7,safe
SNS-zone_05-01,zone_05,2025-08-30T00:00:00Z,15.15,0.032,37.53,130.13,9.7,safe
SNS-zone_06-01,zone_06,2025-08-30T00:00:00Z,73.61,0.214,84.03,529.89,9.7,warning
SNS-zone_07-01,zone_07,2025-08-30T00:00:00Z,75.31,0.205,80.14,547.28,9.7,warning
SNS-zone_08-01,zone_08,2025-08-30T00:00:00Z,72.29,0.219,82.28,557.92,9.7,warning
SNS-zone_09-01,zone_09,2025-08-30T00:00:00Z,14.04,0.028,37.83,130.22,9.7,safe
SNS-zone_10-01,zone_10,2025-08-30T00:00:00Z,72.66,0.217,85.28,574.52,9.7,warning
SNS-zone_11-01,zone_11,2025-08-30T00:00:00Z,120.5,0.445,131.77,1077.19,9.7,evacuation
SNS-zone_12-01,zone_12,2025-08-30T00:00:00Z,120.5,0.457,134.51,1084.59,9.7,evacuation
SNS-zone_13-01,zone_13,2025-08-30T00:00:00Z,15.89,0.039,37.22,131.46,9.7,safe
SNS-zone_14-01,zone_14,2025-08-30T00:00:00Z,13.09,0.031,40.09,131.04,9.7,safe
SNS-zone_15-01,zone_15,2025-08-30T00:00:00Z,14.74,0.033,43.5,142.04,9.7,safe
SNS-zone_16-01,zone_16,2025-08-30T00:00:00Z,12.17,0.016,47.94,137.95,9.7,safe
SNS-zone_01-01,zone_01,2025-08-31T00:00:00Z,12.69,0.03,38.45,130.71,1.3,safe
SNS-zone_02-01,zone_02,2025-08-31T00:00:00Z,13.01,0.031,39.27,136.09,1.3,safe
SNS-zone_03-01,zone_03,2025-08-31T00:00:00Z,16.44,0.026,48.75,155.16,1.3,safe
SNS-zone_04-01,zone_04,2025-08-31T00:00:00Z,16.94,0.04,39.96,140.79,1.3,safe
SNS-zone_05-01,zone_05,2025-08-31T00:00:00Z,11.74,0.022,36.29,123.18,1.3,safe
SNS-zone_06-01,zone_06,2025-08-31T00:00:00Z,72.69,0.214,84.2,541.9,1.3,warning
SNS-zone_07-01,zone_07,2025-08-31T00:00:00Z,73.06,0.212,82.43,531.14,1.3,warning
SNS-zone_08-01,zone_08,2025-08-31T00:00:00Z,72.36,0.22,77.02,571.74,1.3,warning
SNS-zone_09-01,zone_09,2025-08-31T00:00:00Z,12.88,0.032,35.96,119.92,1.3,safe
SNS-zone_10-01,zone_10,2025-08-31T00:00:00Z,67.97,0.209,83.53,556.03,1.3,warning
SNS-zone_11-01,zone_11,2025-08-31T00:00:00Z,120.5,0.437,129.04,1078.31,1.3,evacuation
SNS-zone_12-01,zone_12,2025-08-31T00:00:00Z,120.5,0.443,128.53,1068.96,1.3,evacuation
SNS-zone_13-01,zone_13,2025-08-31T00:00:00Z,12.82,0.027,34.21,126.33,1.3,safe
SNS-zone_14-01,zone_14,2025-08-31T00:00:00Z,13.89,0.031,38.48,127.31,1.3,safe
SNS-zone_15-01,zone_15,2025-08-31T00:00:00Z,12.84,0.023,43.08,140.05,1.3,safe
SNS-zone_16-01,zone_16,2025-08-31T00:00:00Z,13.43,0.03,45.99,137.66,1.3,safe
SNS-zone_01-01,zone_01,2025-09-01T00:00:00Z,12.49,0.026,40.05,123.11,7.1,safe
SNS-zone_02-01,zone_02,2025-09-01T00:00:00Z,13.09,0.027,38.66,133.72,7.1,safe
SNS-zone_03-01,zone_03,2025-09-01T00:00:00Z,16.54,0.051,50.31,158.76,7.1,safe
SNS-zone_04-01,zone_04,2025-09-01T00:00:00Z,16.1,0.034,40.79,144.11,7.1,safe
SNS-zone_05-01,zone_05,2025-09-01T00:00:00Z,13.02,0.03,33.89,122.0,7.1,safe
SNS-zone_06-01,zone_06,2025-09-01T00:00:00Z,72.86,0.218,80.21,526.8,7.1,warning
SNS-zone_07-01,zone_07,2025-09-01T00:00:00Z,74.8,0.22,78.49,523.21,7.1,warning
SNS-zone_08-01,zone_08,2025-09-01T00:00:00Z,70.1,0.223,81.08,563.96,7.1,warning
SNS-zone_09-01,zone_09,2025-09-01T00:00:00Z,13.39,0.023,36.25,130.85,7.1,safe
SNS-zone_10-01,zone_10,2025-09-01T00:00:00Z,70.11,0.201,83.44,551.0,7.1,warning
SNS-zone_11-01,zone_11,2025-09-01T00:00:00Z,120.5,0.439,133.92,1092.98,7.1,evacuation
SNS-zone_12-01,zone_12,2025-09-01T00:00:00Z,120.5,0.419,127.57,1096.28,7.1,evacuation
SNS-zone_13-01,zone_13,2025-09-01T00:00:00Z,13.46,0.036,35.38,123.38,7.1,safe
SNS-zone_14-01,zone_14,2025-09-01T00:00:00Z,12.67,0.023,40.27,128.94,7.1,safe
SNS-zone_15-01,zone_15,2025-09-01T00:00:00Z,12.96,0.032,41.98,128.52,7.1,safe
SNS-zone_16-01,zone_16,2025-09-01T00:00:00Z,12.1,0.027,45.25,135.55,7.1,safe
SNS-zone_01-01,zone_01,2025-09-02T00:00:00Z,17.76,0.027,42.72,145.99,23.6,safe
SNS-zone_02-01,zone_02,2025-09-02T00:00:00Z,16.93,0.036,42.67,139.42,23.6,safe
SNS-zone_03-01,zone_03,2025-09-02T00:00:00Z,53.03,0.08,50.78,247.36,23.6,warning
SNS-zone_04-01,zone_04,2025-09-02T00:00:00Z,50.79,0.08,45.26,233.24,23.6,warning
SNS-zone_05-01,zone_05,2025-09-02T00:00:00Z,16.13,0.028,38.65,136.06,23.6,safe
SNS-zone_06-01,zone_06,2025-09-02T00:00:00Z,81.36,0.221,89.9,577.57,23.6,warning
SNS-zone_07-01,zone_07,2025-09-02T00:00:00Z,79.68,0.229,85.47,577.34,23.6,warning
SNS-zone_08-01,zone_08,2025-09-02T00:00:00Z,135.65,0.324,86.09,760.97,23.6,evacuation
SNS-zone_09-01,zone_09,2025-09-02T00:00:00Z,16.23,0.029,38.18,128.7,23.6,safe
SNS-zone_10-01,zone_10,2025-09-02T00:00:00Z,137.8,0.336,87.44,780.0,23.6,evacuation
SNS-zone_11-01,zone_11,2025-09-02T00:00:00Z,120.5,0.44,151.29,1118.5,23.6,evacuation
SNS-zone_12-01,zone_12,2025-09-02T00:00:00Z,120.5,0.431,142.56,1072.67,23.6,evacuation
SNS-zone_13-01,zone_13,2025-09-02T00:00:00Z,18.47,0.035,36.01,142.94,23.6,safe
SNS-zone_14-01,zone_14,2025-09-02T00:00:00Z,16.78,0.036,43.67,145.45,23.6,safe
SNS-zone_15-01,zone_15,2025-09-02T00:00:00Z,16.39,0.039,42.6,133.2,23.6,safe
SNS-zone_16-01,zone_16,2025-09-02T00:00:00Z,16.82,0.027,49.07,145.9,23.6,safe
SNS-zone_01-01,zone_01,2025-09-03T00:00:00Z,19.79,0.039,46.01,150.41,22.6,safe
SNS-zone_02-01,zone_02,2025-09-03T00:00:00Z,20.44,0.036,44.77,149.74,22.6,safe
SNS-zone_03-01,zone_03,2025-09-03T00:00:00Z,52.7,0.08,56.19,251.91,22.6,warning
SNS-zone_04-01,zone_04,2025-09-03T00:00:00Z,53.76,0.078,45.52,250.84,22.6,warning
SNS-zone_05-01,zone_05,2025-09-03T00:00:00Z,19.02,0.032,42.37,146.46,22.6,safe
SNS-zone_06-01,zone_06,2025-09-03T00:00:00Z,85.26,0.233,91.52,584.96,22.6,warning
SNS-zone_07-01,zone_07,2025-09-03T00:00:00Z,88.06,0.255,92.51,581.12,22.6,warning
SNS-zone_08-01,zone_08,2025-09-03T00:00:00Z,142.53,0.333,92.48,780.0,22.6,evacuation
SNS-zone_09-01,zone_09,2025-09-03T00:00:00Z,20.59,0.041,43.46,159.89,22.6,safe
SNS-zone_10-01,zone_10,2025-09-03T00:00:00Z,136.38,0.328,98.38,780.0,22.6,evacuation
SNS-zone_11-01,zone_11,2025-09-03T00:00:00Z,120.5,0.448,158.33,1124.83,22.6,evacuation
SNS-zone_12-01,zone_12,2025-09-03T00:00:00Z,120.5,0.466,159.26,1155.75,22.6,evacuation
SNS-zone_13-01,zone_13,2025-09-03T00:00:00Z,19.7,0.036,39.02,144.64,22.6,safe
SNS-zone_14-01,zone_14,2025-09-03T00:00:00Z,19.94,0.032,43.41,155.95,22.6,safe
SNS-zone_15-01,zone_15,2025-09-03T00:00:00Z,21.83,0.041,46.27,161.51,22.6,safe
SNS-zone_16-01,zone_16,2025-09-03T00:00:00Z,21.15,0.04,47.83,156.55,22.6,safe
SNS-zone_01-01,zone_01,2025-09-04T00:00:00Z,28.19,0.045,52.28,176.81,42.0,safe
SNS-zone_02-01,zone_02,2025-09-04T00:00:00Z,27.15,0.043,50.58,182.7,42.0,safe
SNS-zone_03-01,zone_03,2025-09-04T00:00:00Z,56.86,0.079,61.25,260.0,42.0,warning
SNS-zone_04-01,zone_04,2025-09-04T00:00:00Z,55.33,0.082,52.67,259.56,42.0,warning
SNS-zone_05-01,zone_05,2025-09-04T00:00:00Z,27.18,0.048,46.06,168.82,42.0,safe
SNS-zone_06-01,zone_06,2025-09-04T00:00:00Z,97.13,0.264,104.73,638.06,42.0,warning
SNS-zone_07-01,zone_07,2025-09-04T00:00:00Z,97.37,0.263,98.98,626.75,42.0,warning
SNS-zone_08-01,zone_08,2025-09-04T00:00:00Z,149.98,0.347,99.75,780.0,42.0,evacuation
SNS-zone_09-01,zone_09,2025-09-04T00:00:00Z,27.14,0.047,43.44,170.28,42.0,safe
SNS-zone_10-01,zone_10,2025-09-04T00:00:00Z,150.53,0.351,112.82,780.0,42.0,evacuation
SNS-zone_11-01,zone_11,2025-09-04T00:00:00Z,120.5,0.445,192.71,1192.63,42.0,evacuation
SNS-zone_12-01,zone_12,2025-09-04T00:00:00Z,120.5,0.416,189.19,1191.53,42.0,evacuation
SNS-zone_13-01,zone_13,2025-09-04T00:00:00Z,29.02,0.044,45.22,175.18,42.0,safe
SNS-zone_14-01,zone_14,2025-09-04T00:00:00Z,26.85,0.045,51.62,171.5,42.0,safe
SNS-zone_15-01,zone_15,2025-09-04T00:00:00Z,26.61,0.044,50.81,176.84,42.0,safe
SNS-zone_16-01,zone_16,2025-09-04T00:00:00Z,27.0,0.044,57.1,180.09,42.0,safe
SNS-zone_01-01,zone_01,2025-09-05T00:00:00Z,24.64,0.041,48.79,165.89,2.6,safe
SNS-zone_02-01,zone_02,2025-09-05T00:00:00Z,24.61,0.035,47.64,160.78,2.6,safe
SNS-zone_03-01,zone_03,2025-09-05T00:00:00Z,55.69,0.083,59.2,260.0,2.6,warning
SNS-zone_04-01,zone_04,2025-09-05T00:00:00Z,54.17,0.082,49.68,243.4,2.6,warning
SNS-zone_05-01,zone_05,2025-09-05T00:00:00Z,24.27,0.036,43.13,156.77,2.6,safe
SNS-zone_06-01,zone_06,2025-09-05T00:00:00Z,95.85,0.24,94.25,616.82,2.6,warning
SNS-zone_07-01,zone_07,2025-09-05T00:00:00Z,92.42,0.242,97.99,613.57,2.6,warning
SNS-zone_08-01,zone_08,2025-09-05T00:00:00Z,149.9,0.348,98.41,780.0,2.6,evacuation
SNS-zone_09-01,zone_09,2025-09-05T00:00:00Z,22.65,0.039,41.78,168.48,2.6,safe
SNS-zone_10-01,zone_10,2025-09-05T00:00:00Z,144.65,0.337,105.59,780.0,2.6,evacuation
SNS-zone_11-01,zone_11,2025-09-05T00:00:00Z,120.5,0.455,179.33,1182.89,2.6,evacuation
SNS-zone_12-01,zone_12,2025-09-05T00:00:00Z,120.5,0.451,169.77,1163.18,2.6,evacuation
SNS-zone_13-01,zone_13,2025-09-05T00:00:00Z,23.71,0.036,41.0,152.89,2.6,safe
SNS-zone_14-01,zone_14,2025-09-05T00:00:00Z,22.33,0.041,49.32,162.28,2.6,safe
SNS-zone_15-01,zone_15,2025-09-05T00:00:00Z,22.65,0.047,47.48,157.74,2.6,safe
SNS-zone_16-01,zone_16,2025-09-05T00:00:00Z,25.37,0.045,52.61,180.02,2.6,safe
SNS-zone_01-01,zone_01,2025-09-06T00:00:00Z,20.82,0.043,45.53,158.29,6.1,safe
SNS-zone_02-01,zone_02,2025-09-06T00:00:00Z,22.78,0.05,44.17,156.06,6.1,safe
SNS-zone_03-01,zone_03,2025-09-06T00:00:00Z,54.38,0.088,56.92,260.0,6.1,warning
SNS-zone_04-01,zone_04,2025-09-06T00:00:00Z,53.52,0.08,45.04,246.62,6.1,warning
SNS-zone_05-01,zone_05,2025-09-06T00:00:00Z,21.52,0.038,41.89,155.23,6.1,safe
SNS-zone_06-01,zone_06,2025-09-06T00:00:00Z,89.23,0.252,95.09,599.09,6.1,warning
SNS-zone_07-01,zone_07,2025-09-06T00:00:00Z,90.27,0.258,91.46,603.44,6.1,warning
SNS-zone_08-01,zone_08,2025-09-06T00:00:00Z,143.24,0.339,93.33,780.0,6.1,evacuation
SNS-zone_09-01,zone_09,2025-09-06T00:00:00Z,21.86,0.04,41.01,151.61,6.1,safe
SNS-zone_10-01,zone_10,2025-09-06T00:00:00Z,141.45,0.343,98.79,780.0,6.1,evacuation
SNS-zone_11-01,zone_11,2025-09-06T00:00:00Z,120.5,0.442,169.81,1142.42,6.1,evacuation
SNS-zone_12-01,zone_12,2025-09-06T00:00:00Z,120.5,0.459,162.39,1160.28,6.1,evacuation
SNS-zone_13-01,zone_13,2025-09-06T00:00:00Z,22.01,0.042,42.97,151.77,6.1,safe
SNS-zone_14-01,zone_14,2025-09-06T00:00:00Z,22.08,0.037,45.32,154.97,6.1,safe
SNS-zone_15-01,zone_15,2025-09-06T00:00:00Z,21.94,0.038,50.33,163.61,6.1,safe
